発信日,内容,リンク,,発信媒体,,,,,,,,
2024/07/17 16:26,"【勢いがある人と普通の人の意外な差】

最初に一気に頑張った方がいい理由を解説してみました。

スマホ横にしてとったら見づらい、、、すみません",https://www.loom.com/share/299dd92bcf544e2b8fddfc74d301d9fe,,,,,,,,,,
2024/07/19 5:44,"【いまのうちに・・・・業界の話】

フリーランス業界、今後こうなるよねって話をしました",https://www.loom.com/share/bc04c347c30e4dbdb5e914e90e82090c?sid=9c2850b3-0c52-49b2-9249-4ba1fb4ee857,,,,,,,,,,
2024/07/22 11:33,"【Xアカウントの軸が決まる、穴埋めシートつくりました】

アカウント設計テンプレ",https://www.canva.com/design/DAGLoD3Ao4M/B4WwnO3-rddU-LeJlaiG7g/view?utm_content=DAGLoD3Ao4M&utm_campaign=designshare&utm_medium=link&utm_source=publishsharelink&mode=preview,2,,,,,,,,,
2024/07/24 11:43,"【なんで日報を導入しているのか】

出してる人ほど得しているという話",https://www.loom.com/share/b1c9cf80b3364888a750bcd3ae9fc82d?sid=81ece306-a530-4c08-ac78-8d49d0b0b4fe,,,,,,,,,,
2024/07/26 15:14,"【AIつかってから大嫌いすぎる台本作成とかもできるようになってきたという話】

今日はAIネタです。
最近業務でガッツリ使っているので、大まかにですがまとめました。",https://www.loom.com/share/79fb7ca05e9044fb9f5a35956f303c6e?sid=afed09f5-16fc-491b-a69a-b7656d94e6b3,7,,,,,,,,,
2024/07/29 6:35,【スライド制作する時に理解しておきたいこと】,https://www.loom.com/share/792fa75a8a434923a8ee5ea815b3efea?sid=4d345687-0dec-40fa-89cf-ffd860e80340,4,,,,,,,,,
2024/07/30 9:35,"通常は絶対に紹介とかやらないですが・・・・
本当にみなさんにも推したいので、紹介させてください。

びじねす幼稚園値上げするっぽいので、こちらで紹介します。",https://x.com/k_y_029/status/1818077983963545725,,,,,,,,,,
2024/07/31 6:55,【自己投資脳,https://drive.google.com/file/d/1RMGg9SpaOMVOdzenrT11ajMpY0rN-Sj2/view?usp=drivesdk,,,,,,,,,,
2024/08/02 4:38,"【月収200,000円を超える人と超えない人の差】
 前半と後半の二本立てです。後半は次回です。お楽しみに！",https://www.loom.com/share/e44beee5f9b246dfbc5aac9fa6763cee?sid=f0df64a2-4ad5-49e2-910e-a7361ef2ff9c,8,,,,,,,,,
2024/08/05 13:04,"【紹介される人、リピートされる人の特徴】
前回の続編になります！",https://www.loom.com/share/af9f44bb769d4f9186dc6fc04c8923ba,,,,,,,,,,
2024/08/05 19:15,【重要連絡】,,10,,,,,,,,,
2024/08/08 4:58,"【スライド作りで使える文章の構造の考え方】
昨日配信できなかったので今日流しました〜！つみきさんの質問？悩み？のアンサーです！",https://www.loom.com/share/4d3057b59b7d48b5976e4666a21b416f?sid=5fabfac0-558f-4c10-8ecb-1649b3681097,,,,,,,,,,
2024/08/09 21:10,"【基準値が上がる人、上がらない人】

新しいこと勉強したり、挑戦するときに基準値が上がる人と、そうでない人がいる理由を解説しました",https://www.loom.com/share/06e7c25410eb45808e1f8d05c33a70dd,,,,,,,,,,
2024/08/11 10:22,"感情で動くのが人間なのでモチベの波も、フィードバックが怖いというのも、思うように動けない、も本当に気持ちはよくわかるし、言いたいこともわかるんです。、、、、


が、


仕事でそれを出すのは本当にだめ。

そんなひとに
仕事頼みたくないのです。

だって、大切な事業なんです。
血反吐はいて命削ってやってるビジネスがあるんです。

モチベ云々いってて
それが相手に伝わるというのは
「お仕事、この人としたくない」と間接に言われてるように感じる。


相手を思うなら、
本当に仕事にしたいなら

その思いはなんとしてでも相手に伝わらないように振る舞ってください。

他で発散してください。

Xでの発信も、リアルな感情としてこういう内容を呟くのはアウトです。


わたしなら
そんな人と仕事はしたくない。

自分が気を使ってしまって
自分を潰すことになるから。、",,,,,,,,,,,
2024/08/12 10:38,"自分も含めてこれは本当に思うんだけど
いや、自分以上に思ったから、伝えたいんですけど

「自己投資」は良いことなんだけど
金を払うのが自己投資なんじゃなくて
お金と自分の時間と労力を使うことが自己投資です。

金だけ払ってんのはただの浪費です

やめましょう、破滅したいひとと前澤さんみたいに金が余ってしゃーない人だけやりましょう

ただの浪費じゃない！！
良いと言われたから買うんだ！！！

そうおもったら

今そこに確実に自分が投下できる時間と労力を捻出できるか？
3ヶ月はできるか？
無理矢理にでもリソースをこじ開けられるか？

できないなら、今あなたはそれを買うべきじゃない。

ん？とおもったら一言聞いてください。",,,,,,,,,,,
2024/08/19 13:02,"【心が折れそうな時の乗り越え方】


しんどい、心が折れそう、と思うことがある人に聞いて欲しい

今日のぽんぬのつぶやきは音声ですので、ラジオ感覚でどうぞ！",https://www.loom.com/share/3de65826327f4ea18b49cd076cef9f3c,,,,,,,,,,
2024/08/21 9:10,"【お客様にも自分にとってもちょうどいい提案ってなに？】

雑談部屋で盛り上がったテーマから、延長。

すいさんからの質問にもお答えする音声になってます！
@0405suuui",https://www.loom.com/share/53d5feb833ef4753b67cb20251d8edf5,,,,,,,,,,
2024/08/23 6:36,"【クライアントワーク力が低い人高い人】

りくやさんのポストがめちゃ良かったので私の解釈ですが解説してみました

【該当ポストはこちら",https://x.com/rikuya_movier/status/1821730826973016285?s=46&t=DIlpsZfZQJqamGKAPFDzSw,,,,,,,,,,
2024/08/25 21:32,"30日連続投稿や
自分の頑張りがなかなか反映されない...と思ったら

成果がでているなぁ、と感じる人の基準値を自分にも当てはめて見てください。

ポストが伸びないなぁ、なぜこの人はこんなに、伸びる？
→その人は1日80ポストしてるかもしれません(実際にいます)

図解が伸びないなぁ、なぜこの人はこんなに伸びる？
→その人は半年間、欠かさず分析と図解連続投稿をしているかもしれません。(こちらも実際にいます)


全ての答えはおもてをさっとかみても100%わからないです。

遡って、掘り起こして、くまなく相手の裏まで見つけること。",,,,,,,,,,,
2024/08/26 6:25,"【SNS発信した方がいい人しなくてもいい人】

Xの発信、数ヶ月頑張ってやっと依頼が来た・・・というのは結構ザラなんですが
なんでSNSやらなきゃいけないのか？なんでぽんぬはそれを推奨しているのか？という話をしました。

『持たざる者が何かを持つことができる現代の魔法』こそSNSだからです。

持たざる者だった私の経験から、こういう話をしています",https://www.loom.com/share/c9fd07ef88fd440b9d4ae906ae41c298?sid=23aa9a8a-0c50-4e6b-8594-db31d933364d,,,,,,,,,,
2024/08/28 10:13,"【実は失敗の方が多いよっていう恥ずかしい話】

上手くいってるように見えても、実際苦悩しながらわーわーいいながらやってるよ、っていう話です（リアルすぎて若干はずかしい）",https://www.loom.com/share/a2602580712149c3b2a8a43d5037c64b?sid=f88a42e4-1f99-45b7-9f6f-52e24aebb602,,,,,,,,,,
2024/08/30 12:57,"【8月ラスト！】

低浮上から回復させる方法を解説してみた",https://www.loom.com/share/e4ab6c11883b45e98d432b2ca2c141ee?sid=0597f01c-e15f-4e7e-bea2-c3d85489b23a,,,,,,,,,,
2024/09/02 13:17,"【言動と行動を一致させようねという話】

言葉だけ綺麗とか上手い人、すごく嫌だなぁと感じた話",https://www.loom.com/share/f737f7fa21b04b40a43512c2b4004421?sid=1dbc46fc-dc79-44f7-a261-4fdbdc69b0e6,,,,,,,,,,
2024/09/04 8:05,【汲み取り力・先回り力の正体】,https://www.loom.com/share/4ebacb4420a6402b8a549cf40562e80e,,,,,,,,,,
2024/09/06 6:33,SNS更新しない人へ,https://x.com/ponnuzukai/status/1831807448463896862,,,,,,,,,,
2024/09/11 6:13,"【本当に効率が良いリプライとは？】

なつさんの質問にフォーカスを当てて回答しました。",https://www.loom.com/share/1f3a0b657f46480b879bfb3be87970ba?sid=c02ad445-bf95-47c6-b77d-4f43dc429ae5,,,,,,,,,,
2024/09/14 7:01,"【SNSは半年後に猛威を振るう】

昨日更新できなくてすみません！",https://note.com/preview/nb67db80cbcbe?prev_access_key=9974a288a546ca4745d5a3dd3be0a405,,,,,,,,,,
2024/09/17 7:21,"【令和ウケするデザインを組み込もう】

ポートフォリオや自主制作増やす時に、持っておいて欲しい考え方です",https://www.loom.com/share/9e1d9a5536ec493dbf8bfb3215e13a21?sid=57938aa2-9907-499c-9160-60c92fd2bc60,,,,,,,,,,
2024/09/18 7:07,"【ソフトスキルが学べるアカウント】

是非是非是非是非ご覧ください！",https://www.loom.com/share/569f0961d8fb4fefa8987df8cf23f198?sid=66d5c191-a55a-437a-847c-be88bce9adcb,,,,,,,,,,
2024/09/20 12:34,【将来への不安の解消】,https://www.loom.com/share/093e60197fb4491eb9171e0581322454?sid=878350ff-e7d7-427e-905c-c006123ee73d,,,,,,,,,,
2024/09/21 11:10,"クライアントワークしてると生き方が反映されるようで、面白い

めっちゃ端的に表すと
「人に嫌われたくない」から
「どうやるとこの人喜んでくれるかな」っていう思考になるか

「人に嫌われたくない」けど
「自分が損するのはもっと嫌だから自分を守らなきゃ」っていう思考になるかで

かなり質が変わる。

残酷だけど
前者は人から助けてもらいやすく
後者はより人から見放されやすい",,,,,,,,,,,
2024/09/24 6:26,"【話題のBrainについて】

ストーリーライティングの教材が話題ですね！

いつものわたしならたぶんホイホイ買っていました

が、

今回はまだ様子見しております。


というのも、、、

最近このBrain製作者の新田さんのコンテンツ(無料ですが)と、小玉さんのコンテンツ(THE メールマガジン)を両方ゲットして読んでました。


みんてぃあさん(現:新田さん)の方は途中で興味が薄れてしまって

小玉さんのほうが、なんというかワクワクしたんですよね。


これだけでどっちがいいとか
どっちの方が元取れる！とか
それはぶっちゃけ、わからないです。

たぶん好みもあります

でも、そんな背景があったので
Brain買ってないです。",,,,,,,,,,,
2024/09/26 12:38,"ここでしか言えないはなし。

このクライアント、なんかなーやだなーやり取りしててもやっとするなーと感じるときは私の中で塩対応するんですが

にもかかわらず新しい人を紹介されたり(だいたい突然)

半年間経ってまた依頼が来たり

なんでやねん、と思うことが多い。


逆にいうと、先日公開したようなやり取りをできるようなワーカーがすくないのかも、と思いました。

なので先日の勉強会アーカイブ
「2024/09/17 参考アカウントの選び方／ヒアリング〜納品の流れ・見積りの出し方」は是非みんな見てください！",,,,,,,,,,,
2024/09/27 15:54,"【修正とお金と信頼】

ハリーさんの日報",https://www.loom.com/share/3540200f1772416a9b8cc13c10c73d60?sid=667edf1e-9dca-46d8-a61c-0439665728f0,,,,,,,,,,
2024/09/30 9:14,"【ポスト分析方法（こらさんの事例）】

日報でこらさんが「伸びない！」と言っていたポストの話",https://www.loom.com/share/98ac2d0bb1ab409593fce8647f7c5c92?sid=a0a83a4f-308a-4cf7-ad21-555aa25594dd,,,,,,,,,,
2024/10/02 6:19,"【ぽんぬの打算的な思考】

何か人に関わる時にひっそり考えてることをとりましたw",https://www.loom.com/share/8b07dcde965442e4b6888ef99bd0c4eb?sid=96a47906-8586-4005-95e9-b7ad3eb8f30b,,,,,,,,,,
2024/10/04 7:25,"【ぽんぬラジオ#1】

過去のやべえクライアントの話

今日はダラダラ系音声です。笑",https://www.loom.com/share/d2e59db73a61488887de43a0c504dd1f,,,,,,,,,,
2024/10/07 7:46,【単価を上げるブランディング】,https://www.loom.com/share/ac731831b8cb4f90979ccdbc8bf351ce?sid=eeff1be1-9078-4d97-aa39-597a403e5e91,,,,,,,,,,
2024/10/09 13:17,"【スライドデザインの　実況中継】

スライドを案件で制作する時の、最初のデザイン決め〜トンマナ設計の実況中継をしました

2.5倍速推奨（30分弱が3本ありますw）気になる人は①と④みるのがいいかも

①スライドデザイン作成の実況中継　デザインリサーチ",https://www.loom.com/share/9336b1f2250f49d6861887d2ae31f2d9?sid=7d0ed91e-d494-4591-899c-af8f6cc9e877,,,,,,,,,,
2024/10/12 6:59,【ぽんぬが初期にやってた時間のつくりかた】,https://www.loom.com/share/08da76def0224e40af8c0bae75c52a27,,,,,,,,,,
2024/10/18 5:42,"【スライドの正解と不正解？】

スライド課題１の作り方が人によって違う点から
知っておいて欲しいことを解説してみました！",https://www.loom.com/share/dcd2f23705ec45cba1e08d130a7e60b4?sid=e4348d7c-310c-43f5-98c3-281a8f05c41f,,,,,,,,,,
2024/10/18 17:10,"完全に男性発信者の部分抜けておりました!!
参考資料（Xプロフィールの）女性の雰囲気に合わせて作成してました。

その辺もCWでしたらご迷惑おかけすることになるのでしっかり意識していきます。

かずのりさんのスライドは動きがありセミナーなどはより見ている人に内容が
伝わりやすいと感じましたので用途に合わせて作成できるようにします。

例にあげていただきありがとうございました。
修正できましたらまた提出いたしますのでよろしくお願いいたします。
（お忙しいと思うので返信は不要です）",https://www.loom.com/share/dcd2f23705ec45cba1e08d130a7e60b4?sid=e4348d7c-310c-43f5-98c3-281a8f05c41f,,,,,,,,,,
2024/10/21 8:06,"【「この人丁寧！」って思わせるテキストメッセージ6選】

講座メンバー含めてテキストコミュニケーションが丁寧！な事例をあつめて解説しました。",https://www.loom.com/share/140963c9bb0449df9ca409aa4334da99,,,,,,,,,,
2024/10/24 8:29,"【キャパが限界を迎えた時どうする？】

過去最高月商を記録しそうですが、キャパがやばいよ、そんな時は.....

っていうラジオ回です。",https://www.loom.com/share/525e3a81340040f389a075c947d68eef,,,,,,,,,,
2024/10/25 10:19,"【プロフィール添削AIつくってみた】

このポストをもとにして作成しました。
くろーど課金してる人はprojectにしちゃうと楽かも",https://www.loom.com/share/5ab5520a43524b6f958c8021bb24a73c?sid=34712622-c6ec-4215-9988-2d856be29ca5,,,,,,,,,,
2024/10/28 12:36,【高額SNSを購入し2年半がたちました】,https://www.loom.com/share/6d7402daa4304f8daf5f8e1bf5d54fee?sid=f1751361-1028-42c2-afd5-0b3ed0cc2f94,,,,,,,,,,
2024/10/30 16:44,"【うまくいかないこともたくさんある、そんなとき、、、】

うまくいかねぇええええええええ

っていうお話し。笑",https://www.loom.com/share/f8b98daa2ac9492aa5af6ad8394e50db,,,,,,,,,,
2024/11/01 17:55,【11月だね！ぶっ倒れたよ！】,https://www.loom.com/share/f2f08abc73584d389df00688b34a92a4,,,,,,,,,,
2024/11/04 6:45,【フリーランス新法、はじまりました】,https://www.loom.com/share/923bf9bf0798493fbbdfdf04a19e503e?sid=f7198220-ffe6-4a9e-b5d8-acc4b7314244,,,,,,,,,,
2024/11/07 7:14,【決済とかクライアントワークのインフラマニュアル整備中です】,https://www.loom.com/share/1599f30804b04b90b187390f20220370?sid=6edb3a92-4abd-48a6-a7fa-422544ad5658,,,,,,,,,,
2024/11/08 8:26,"スタエフ、始めました！
初投稿です。",https://stand.fm/episodes/672d4c502890564183f55ffa,,,,,,,,,,
2024/11/11 11:11,【タスク管理のコツ3つ。】,https://www.loom.com/share/cf6418f3f3b148678ec7d6ec9317e702,,,,,,,,,,
2024/11/12 6:05,"【家族との亀裂が入ったら】

火曜ですが、日報見てて取らなければと思い収録しました
途中で途切れちゃったので2本立てです

①",https://www.loom.com/share/0351ba358d02445e81f6165db0a017d5?sid=b44953b0-df68-4921-a2cb-05284f236c8c,,,,,,,,,,
2024/11/13 7:57,"スタエフ2回目を更新しました！

【在宅ワーク、先が見えなくて不安な時の解決方法】",https://stand.fm/episodes/6733dce8b748ff35d9c1400a,,,,,,,,,,
2024/11/17 12:08,さいきんの,https://x.com/natsu_work8/status/1857977606349676610,,,,,,,,,,
2024/11/18 12:46,"【Xのここ数年の変化をざっくり解説】
してみました！",https://www.loom.com/share/f1d24527de7d4063a3e85949956f80e0?sid=928c643d-fbc6-490b-94a3-d69f7d5719ba,,,,,,,,,,
2024/11/22 7:35,"【Claude便利さやばい】

丸投げ案件もクロードくんに相談すればどうにかなるね、優秀すぎ！月三千円の働き方じゃないね！笑",https://www.loom.com/share/80f1e8af33574247aae9669cec9425a0?sid=360614c6-58ce-44ec-8346-72bf363f7a28,,,,,,,,,,
2024/11/23 7:49,"【ブームが起きたら乗っかるべき？】

SNS（とくにXでは）ブームや波がよく起こります。
そのときの影響や乗るべきか乗らないべきかという部分を解説しました！",https://www.loom.com/share/faeac92caa8343debea188f7fa210356?sid=9e112692-c571-472a-a1e0-1dc5c9ea388a,,,,,,,,,,
2024/11/25 17:30,"【ムーブメントを分析しよう】

言語化練習の部屋で問いかけたお題",https://www.loom.com/share/73a1b632288e4dbaadf88996663bff71?sid=ee1eaf07-105f-4f98-a7c6-19f954ae484e,,,,,,,,,,
2024/11/27 16:41,"【最近の実務で使ってるAI】

声が潰れているので、Noteで更新しました",https://note.com/ponnumam/n/n9dc6b9bd9553?sub_rt=share_pb,,,,,,,,,,
2024/11/29 22:00,"【請求書発行してて思う、３つのこと】

月末恒例行事をしてておもったことをつらつらと

ゆるラジオです",https://www.loom.com/share/333805bf6d8d4221b7abf733cfcf2a10?sid=47690b58-3d16-433e-b059-d56ede1adb8d,,,,,,,,,,
2024/12/02 7:29,"【最新版　X運用】

内容を最新版にアップデートしました！こちらをご覧ください！

X運用の朝のルーティーン",https://www.loom.com/share/1e1897de0aa1433b81a66b6395380400?sid=a566be82-8bff-43b2-8928-4acd7c03d037,,,,,,,,,,
2024/12/04 12:10,"【ぽんぬAIアップデート】

ぽんぬAIがアップデートしました！

【GPTs】",https://chatgpt.com/g/g-674d5e2b3d2c8191bba4b8fe4f38c661-honnuai,,,,,,,,,,
2024/12/09 9:39,"【クロード使用事例】

AIどんな意図でつかってる？を犬の散歩しながら解説！",https://www.loom.com/share/96dd4d99001c47ce805ad825af3009c4,,,,,,,,,,
2024/12/12 17:05,"【友達がいなのでAIにインタビューしてもらいました】

『会社作ってみた』を話しました。ちゃっとGPTすごい！",https://stand.fm/episodes/675a96f18d3743ad502e003b,,,,,,,,,,
2024/12/13 7:37,"【タスク管理のマインドセット】

時間がうまく使えないという相談が多いので、昔を思い出しながら話してみました。",https://www.loom.com/share/d2f04868b1a546a8bca53d0866ad3372,,,,,,,,,,
2024/12/13 7:38,動画で言ってた私のスケジュール感です,https://www.loom.com/share/d2f04868b1a546a8bca53d0866ad3372,,,,,,,,,,
2024/12/17 23:35,【フリーランスの帳簿付マニュアル】,,,,,,,,,,,
2024/12/23 18:31,"【想いは口に出すべし】

ふと、講座の中でいただいた質問を思い返して、面白い共通点があったのでログに残しました",https://www.loom.com/share/6f13ac7c70a14589975040a7e0460c02,,,,,,,,,,
2024/12/26 5:39,"【この2年で知った真実】

リアルです。",https://www.loom.com/share/bbebcab0be494c978951886c8856c16c,,,,,,,,,,
